city_ascii,lat,lng,country,division
Daet,14.1167,122.95,Philippines,Asia
Mao,19.5667,-71.0833,Dominican Republic,North America
Dieppe,46.0989,-64.7242,Canada,North America
Arzamas,55.3833,43.8,Russia,Europe
Moron,-34.65,-58.6167,Argentina,Oceania
Longjiang,47.3404,123.18,China,Asia
San Felipe,21.4833,-101.2167,Mexico,North America
Songea,-10.6833,35.65,Tanzania,Africa
Artem,43.35,132.1833,Russia,Europe
Erechim,-27.6339,-52.2739,Brazil,Oceania
Noyabrsk,63.2017,75.4517,Russia,Europe
Ilopango,13.7,-89.1167,El Salvador,North America
Nakhon Si Thammarat,8.4363,99.963,Thailand,Asia
Petrzalka,48.1333,17.1167,Slovakia,Europe
Tubarao,-28.4669,-49.0069,Brazil,Oceania
Chabahar,25.2836,60.6236,Iran,Asia
Monastir,35.778,10.8262,Tunisia,Africa
Raba,-8.4614,118.747,Indonesia,Asia
Orsha,54.5092,30.4258,Belarus,Europe
Patos,-7.0244,-37.28,Brazil,Oceania
Jincheng,39.5529,113.1933,China,Asia
La Banda,-27.7333,-64.25,Argentina,Oceania
Sioux City,42.4959,-96.3901,United States,North America
Kemalpasa,38.4261,27.4172,Turkey,Asia
Salisbury,38.3756,-75.5867,United States,North America
Vinh Long,10.255,105.9753,Vietnam,Asia
Passos,-20.7189,-46.61,Brazil,Oceania
Ballarat,-37.55,143.85,Australia,Oceania
Davie,26.0789,-80.287,United States,North America
Aihua,24.4629,100.135,China,Asia
Achinsk,56.2817,90.5039,Russia,Europe
Daly City,37.6862,-122.4685,United States,North America
Dunedin,-45.8667,170.5,New Zealand,Oceania
Contramaestre,20.3,-76.2506,Cuba,North America
Subotica,46.0983,19.67,Serbia,Europe
Girona,41.9833,2.8167,Spain,Europe
Nusaybin,37.0833,41.2167,Turkey,Asia
Lo Barnechea,-33.35,-70.5167,Chile,Oceania
Paco do Lumiar,-2.5319,-44.1078,Brazil,Oceania
Trincomalee,8.5667,81.2333,Sri Lanka,Asia
Mang La,14.3838,107.9833,Vietnam,Asia
Nova Serrana,-19.8758,-44.9839,Brazil,Oceania
Akhmim,26.5642,31.7461,Egypt,Africa
Azare,11.6804,10.19,Nigeria,Africa
Brovary,50.5114,30.7903,Ukraine,Europe
Itumbiara,-18.42,-49.2178,Brazil,Oceania
Yelets,52.6167,38.4667,Russia,Europe
Pushkino,56.0167,37.85,Russia,Europe
Tikrit,34.6,43.6833,Iraq,Asia
Robat Karim,35.4847,51.0828,Iran,Asia
Malacatan,14.9121,-92.0606,Guatemala,North America
Koutiala,12.3833,-5.4667,Mali,Africa
Lerma,19.2847,-99.5119,Mexico,North America
Ciudad Rio Bravo,25.9861,-98.0889,Mexico,North America
Highlands Ranch,39.5419,-104.9708,United States,North America
Allen,33.1088,-96.6735,United States,North America
Tarim,16.05,49,Yemen,Asia
Kroonstad,-27.6456,27.2317,South Africa,Africa
Mazyr,52.05,29.2333,Belarus,Europe
Kandhkot,28.4,69.3,Pakistan,Asia
Toride,35.9114,140.0503,Japan,Asia
Granada,11.93,-85.9561,Nicaragua,North America
Ituiutaba,-18.9689,-49.465,Brazil,Oceania
Kongolo,-5.3795,26.98,Congo (Kinshasa),Africa
Moers,51.4592,6.6197,Germany,Europe
Liberec,50.77,15.0584,Czechia,Europe
Yozgat,39.8208,34.8083,Turkey,Asia
Novara,45.45,8.6167,Italy,Europe
Subic,14.9,120.2333,Philippines,Asia
Al Faw,29.98,48.47,Iraq,Asia
West Covina,34.0555,-117.9112,United States,North America
Salzgitter,52.1503,10.3593,Germany,Europe
Berdsk,54.75,83.1,Russia,Europe
Sparks,39.5729,-119.7157,United States,North America
Waterloo,43.4667,-80.5167,Canada,North America
Lavras,-21.245,-45,Brazil,Oceania
Galle,6.0395,80.2194,Sri Lanka,Asia
San Vicente de Baracaldo,43.2972,-2.9917,Spain,Europe
Lingayen,16.0167,120.2333,Philippines,Asia
Tadepallegudem,16.8333,81.5,India,Asia
Zomba,-15.3833,35.3333,Malawi,Africa
Dobrich,43.5667,27.8333,Bulgaria,Europe
Sergiyev Posad,56.3,38.1333,Russia,Europe
Konotop,51.2369,33.2027,Ukraine,Europe
Wichita Falls,33.9072,-98.5291,United States,North America
Courbevoic,48.8978,2.2531,France,Europe
Zihuatanejo,17.6444,-101.5511,Mexico,North America
Fugangcun,23.5899,116.5924,China,Asia
Trindade,-16.6489,-49.4889,Brazil,Oceania
San Ildefonso,15.0789,120.9419,Philippines,Asia
Bouskoura,33.4489,-7.6486,Morocco,Africa
Inzai,35.8322,140.1458,Japan,Asia
Khak-e `Ali,36.1283,50.1764,Iran,Asia
Maumere,-8.6189,122.2123,Indonesia,Asia
Samal,7.05,125.7333,Philippines,Asia
San Mateo,37.5521,-122.3122,United States,North America
Villa Luzuriaga,-34.6667,-58.5833,Argentina,Oceania
Eastbourne,50.77,0.28,United Kingdom,Europe
Worcester,52.192,-2.22,United Kingdom,Europe
Caseros,-34.6167,-58.5333,Argentina,Oceania
Fyfield,51.739,0.2722,United Kingdom,Europe
Quezon,7.7333,125.1,Philippines,Asia
Ginowan,26.2817,127.7783,Japan,Asia
Tula de Allende,20.05,-99.35,Mexico,North America
Catbalogan,11.7833,124.8833,Philippines,Asia
Abengourou,6.7297,-3.4964,Ivory Coast,Africa
Lower Hutt,-41.2167,174.9167,New Zealand,Oceania
Delft,52.0119,4.3594,Netherlands,Europe
Kamianets-Podilskyi,48.6806,26.5806,Ukraine,Europe
Kalyani,22.975,88.4344,India,Asia
Kilinochchi,9.4004,80.3999,Sri Lanka,Asia
Columbia,39.2004,-76.859,United States,North America
Saijo,33.9196,133.1812,Japan,Asia
Piacenza,45.05,9.7,Italy,Europe
EdDamer,17.59,33.96,Sudan,Africa
Norwalk,33.9069,-118.0829,United States,North America
Santa Rosa,-36.6203,-64.2906,Argentina,Oceania
Isehara,35.4028,139.315,Japan,Asia
Dolisie,-4.1961,12.6731,Congo (Brazzaville),Africa
Itaperuna,-21.205,-41.8878,Brazil,Oceania
Negapatam,10.7667,79.8333,India,Asia
Pateros,14.5417,121.0667,Philippines,Asia
Wigan,53.5448,-2.6318,United Kingdom,Europe
Tourcoing,50.7239,3.1612,France,Europe
Malungun,6.2667,125.2833,Philippines,Asia
Siegen,50.8756,8.0167,Germany,Europe
Dongguazhen,25.079,101.502,China,Asia
Biak,-1.1615,136.0485,Indonesia,Asia
Elista,46.3167,44.2667,Russia,Europe
Yishi,35.1379,110.764,China,Asia
Libertad,-34.6833,-58.6833,Argentina,Oceania
Mazatenango,14.5333,-91.5,Guatemala,North America
Rialto,34.1174,-117.3894,United States,North America
Breves,-1.6819,-50.48,Brazil,Oceania
Lida,53.8872,25.3028,Belarus,Europe
Thika,-1.0396,37.09,Kenya,Africa
Manteca,37.7927,-121.2264,United States,North America
Bumba,2.19,22.46,Congo (Kinshasa),Africa
Guiguinto,14.8333,120.8833,Philippines,Asia
Bayugan,8.7143,125.7481,Philippines,Asia
Burzaco,-34.8167,-58.3667,Argentina,Oceania
Sakado,35.9572,139.4031,Japan,Asia
Sao Lourenco da Mata,-8.0019,-35.0178,Brazil,Oceania
Talara,-4.5833,-81.2667,Peru,Oceania
Messaad,34.1542,3.4969,Algeria,Africa
Novokuybyshevsk,53.1,49.9167,Russia,Europe
Yilong,23.7081,102.496,China,Asia
Bergama,39.1228,27.1783,Turkey,Asia
Naujan,13.3233,121.3028,Philippines,Asia
Miryang,35.4933,128.7489,"Korea, South",Asia
Nyeri,-0.4167,36.95,Kenya,Africa
Mengdingjie,23.5517,99.0653,China,Asia
Satu Mare,47.79,22.89,Romania,Europe
Houzhuang,35.62,111.21,China,Asia
Hildesheim,52.15,9.95,Germany,Europe
Nanterre,48.8988,2.1969,France,Europe
Sangju,36.4153,128.1606,"Korea, South",Asia
Kirklareli,41.7347,27.2253,Turkey,Asia
Hove,50.8352,-0.1758,United Kingdom,Europe
Arden-Arcade,38.6034,-121.381,United States,North America
Bhadreswar,22.82,88.35,India,Asia
Noginsk,55.85,38.4333,Russia,Europe
Nikaia,37.9667,23.6333,Greece,Europe
Hengnan,22.534,113.249,China,Asia
Saint Helens,53.4541,-2.7461,United Kingdom,Europe
Talisay,10.7333,122.9667,Philippines,Asia
El Cajon,32.8017,-116.9605,United States,North America
Bethal,-26.45,29.45,South Africa,Africa
Mumias,0.3333,34.4833,Kenya,Africa
Burbank,34.1879,-118.3235,United States,North America
Longmont,40.1686,-105.1005,United States,North America
Lakewood,40.0763,-74.2031,United States,North America
Mayari,20.6592,-75.6781,Cuba,North America
Mositai,45.5266,119.6506,China,Asia
Yunfu,28.6331,104.4181,China,Asia
Cawayan,9.9667,122.6167,Philippines,Asia
Dhangadhi,28.6833,80.6,Nepal,Asia
Kashmar,35.2383,58.4656,Iran,Asia
Maramag,7.7667,125,Philippines,Asia
San Felipe del Progreso,19.7125,-99.9511,Mexico,North America
Klagenfurt,46.6167,14.3,Austria,Europe
Delta,49.0847,-123.0586,Canada,North America
Vilhena,-12.7406,-60.1458,Brazil,Oceania
Chilakalurupet,16.0892,80.1672,India,Asia
Coatepec,19.4553,-96.9586,Mexico,North America
Sabratah,32.7922,12.4842,Libya,Africa
Chishtian,29.7958,72.8578,Pakistan,Asia
Boryeong,36.3333,126.6167,"Korea, South",Asia
Shushtar,32.0436,48.8569,Iran,Asia
Jingping,39.5189,112.2837,China,Asia
Santo Antonio de Jesus,-12.9692,-39.2611,Brazil,Oceania
Teluk Intan,4.0333,101.0167,Malaysia,Asia
Hemel Hempstead,51.7526,-0.4692,United Kingdom,Europe
Assis,-22.6619,-50.4119,Brazil,Oceania
Berisso,-34.8667,-57.8667,Argentina,Oceania
Tizayuca,19.8333,-98.9833,Mexico,North America
Renton,47.4784,-122.1919,United States,North America
Ancona,43.6167,13.5167,Italy,Europe
Vitry-sur-Seine,48.7875,2.3928,France,Europe
Chatham,42.4229,-82.1324,Canada,North America
`Ibri,23.2254,56.517,Oman,Asia
Vista,33.1896,-117.2386,United States,North America
Zheleznogorsk,52.3333,35.3667,Russia,Europe
Logan,41.74,-111.8419,United States,North America
Sungai Penuh,-2.0636,101.3961,Indonesia,Asia
Prescott Valley,34.5983,-112.3176,United States,North America
Trinidad,-14.8333,-64.9,Bolivia,Oceania
Olomouc,49.5939,17.2508,Czechia,Europe
Vacaville,38.359,-121.968,United States,North America
San Luis de la Paz,21.3,-100.5167,Mexico,North America
Ain Oussera,35.4489,2.9044,Algeria,Africa
Itaituba,-4.2758,-55.9839,Brazil,Oceania
Wakefield,53.68,-1.49,United Kingdom,Europe
Liancheng,24.0515,105.0573,China,Asia
Kousseri,12.0833,15.0333,Cameroon,Africa
Oued Zem,32.86,-6.56,Morocco,Africa
Edinburg,26.3197,-98.1596,United States,North America
Weifen,38.4633,111.1203,China,Asia
Gutersloh,51.9,8.3833,Germany,Europe
Carmel,39.965,-86.146,United States,North America
Spokane Valley,47.6626,-117.2346,United States,North America
Oum el Bouaghi,35.8706,7.115,Algeria,Africa
Watford,51.655,-0.3957,United Kingdom,Europe
San Angelo,31.4424,-100.4506,United States,North America
Jilotepec,19.9519,-99.5328,Mexico,North America
Salihorsk,52.7842,27.5425,Belarus,Europe
Barnsley,53.5537,-1.4791,United Kingdom,Europe
Cottbus,51.7606,14.3342,Germany,Europe
Bongao,5.0292,119.7731,Philippines,Asia
Kpalime,6.91,0.6281,Togo,Africa
Kaiserslautern,49.4447,7.7689,Germany,Europe
Carmona,14.3167,121.05,Philippines,Asia
Gangtok,27.33,88.62,India,Asia
La Crosse,43.824,-91.2268,United States,North America
Ahar,38.475,47.0603,Iran,Asia
Konan,35.3333,136.8667,Japan,Asia
Diourbel,14.655,-16.2314,Senegal,Africa
Bulan,12.6714,123.875,Philippines,Asia
Masjed Soleyman,31.9333,49.3,Iran,Asia
Mairipora,-23.3189,-46.5869,Brazil,Oceania
Torbat-e Jam,35.2439,60.6225,Iran,Asia
Manolo Fortich,8.3697,124.8644,Philippines,Asia
Edison,40.536,-74.3697,United States,North America
Idaho Falls,43.4872,-112.0362,United States,North America
Morales,15.4725,-88.8414,Guatemala,North America
Holland,42.7677,-86.0985,United States,North America
Red Deer,52.2681,-113.8111,Canada,North America
Charlottesville,38.0375,-78.4855,United States,North America
Shahrisabz,39.05,66.8333,Uzbekistan,Asia
Longview,32.5193,-94.7621,United States,North America
Lincoln,53.2344,-0.5386,United Kingdom,Europe
Navapolatsk,55.5333,28.6667,Belarus,Europe
Woodbridge,40.5611,-74.2943,United States,North America
Bacabal,-4.225,-44.78,Brazil,Oceania
Tracy,37.7269,-121.4522,United States,North America
Kamloops,50.6761,-120.3408,Canada,North America
Nanxicun,23.4976,116.2435,China,Asia
Ramnicu Valcea,45.1047,24.3756,Romania,Europe
Pulilan,14.902,120.849,Philippines,Asia
Kettering,52.3931,-0.7229,United Kingdom,Europe
Viseu,40.6667,-7.9167,Portugal,Europe
Bayeux,-7.1333,-34.9333,Brazil,Oceania
Kohima,25.6667,94.1194,India,Asia
Mingacevir,40.77,47.0489,Azerbaijan,Europe
Janakpur,26.7122,85.9217,Nepal,Asia
Chipata,-13.6386,32.6453,Zambia,Africa
Ciudad General Belgrano,-34.7261,-58.5289,Argentina,Oceania
Khanty-Mansiysk,61,69,Russia,Europe
Creteil,48.7911,2.4628,France,Europe
Maribor,46.55,15.6333,Slovenia,Europe
Yashio,35.8228,139.8392,Japan,Asia
Bismarck,46.8144,-100.7694,United States,North America
Herzliyya,32.1556,34.8422,Israel,Asia
Yen Bai,21.7,104.8667,Vietnam,Asia
San Fernando,36.4667,-6.2,Spain,Europe
Shumen,43.27,26.9244,Bulgaria,Europe
Orem,40.2983,-111.6992,United States,North America
Half Way Tree,18.0106,-76.7975,Jamaica,North America
Vi Thanh,9.7833,105.4708,Vietnam,Asia
Tumbes,-3.5667,-80.45,Peru,Oceania
Malindi,-3.21,40.1,Kenya,Africa
Szekesfehervar,47.2,18.4167,Hungary,Europe
San Joaquin,-33.5,-70.6167,Chile,Oceania
Xirdalan,40.4486,49.7564,Azerbaijan,Europe
Tenancingo,18.9608,-99.5906,Mexico,North America
Ponta Pora,-22.5361,-55.7256,Brazil,Oceania
Wangqing,43.3126,129.7572,China,Asia
Sibolga,1.7425,98.7792,Indonesia,Asia
Aubervilliers,48.9131,2.3831,France,Europe
Balanga,14.6833,120.5333,Philippines,Asia
Bunia,1.5604,30.24,Congo (Kinshasa),Africa
Arauca,7.0903,-70.7617,Colombia,Oceania
La Reina,-33.45,-70.55,Chile,Oceania
Sidi Slimane,34.26,-5.93,Morocco,Africa
Peje,42.65,20.3,Kosovo,Europe
Yishui,35.7904,118.62,China,Asia
Fulham,51.4828,-0.195,United Kingdom,Europe
Schwerin,53.6333,11.4167,Germany,Europe
La Marsa,36.8764,10.3253,Tunisia,Africa
San Francisco Solano,-34.7667,-58.3167,Argentina,Oceania
Zifta,30.7119,31.2394,Egypt,Africa
Colombes,48.9236,2.2522,France,Europe
Cankiri,40.6,33.6167,Turkey,Asia
East Ham,51.5323,0.0554,United Kingdom,Europe
Yotsukaido,35.67,140.1683,Japan,Asia
Ceske Budejovice,48.9747,14.4747,Czechia,Europe
Masbate,12.3667,123.6167,Philippines,Asia
Kakamega,0.2833,34.75,Kenya,Africa
Rio Gallegos,-51.6333,-69.2333,Argentina,Oceania
Tataouine,32.9333,10.45,Tunisia,Africa
Fenggang,23.6271,116.5679,China,Asia
Ludwigsburg,48.8975,9.1919,Germany,Europe
Compton,33.893,-118.2275,United States,North America
Errachidia,31.9319,-4.4244,Morocco,Africa
Esslingen,48.7406,9.3108,Germany,Europe
Nisshin,35.1333,137.0333,Japan,Asia
Al Bahah,20.0129,41.4677,Saudi Arabia,Asia
Obu,35.0167,136.9667,Japan,Asia
Sunrise,26.1547,-80.2997,United States,North America
Hartlepool,54.69,-1.21,United Kingdom,Europe
Xiancun,23.2374,116.3152,China,Asia
Naxcivan,39.2092,45.4122,Azerbaijan,Europe
Gjakove,42.3833,20.4333,Kosovo,Europe
Mtwara,-10.2736,40.1828,Tanzania,Africa
Ealing,51.5175,-0.2988,United Kingdom,Europe
Birkenhead,53.393,-3.014,United Kingdom,Europe
Guercif,34.23,-3.36,Morocco,Africa
Quincy,42.2516,-71.0183,United States,North America
Ben Arous,36.7531,10.2189,Tunisia,Africa
Lynn,42.4779,-70.9663,United States,North America
Catarman,12.45,124.65,Philippines,Asia
Monte Chingolo,-34.7333,-58.35,Argentina,Oceania
Drobeta-Turnu Severin,44.6361,22.6556,Romania,Europe
Tultepec,19.685,-99.1281,Mexico,North America
Haskovo,41.9346,25.5556,Bulgaria,Europe
Suceava,47.6514,26.2556,Romania,Europe
Al Fujayrah,25.1308,56.3347,United Arab Emirates,Asia
Tartu,58.38,26.7225,Estonia,Europe
Ciudad Lazaro Cardenas,17.9561,-102.1922,Mexico,North America
Hradec Kralove,50.2092,15.8319,Czechia,Europe
Sirnak,37.5164,42.4611,Turkey,Asia
South Gate,33.9448,-118.1926,United States,North America
Tonacatepeque,13.7817,-89.12,El Salvador,North America
Miaoli,24.57,120.82,Taiwan,Asia
Makeni,8.8817,-12.0442,Sierra Leone,Africa
Nuneaton,52.523,-1.468,United Kingdom,Europe
Itanhaem,-24.1831,-46.7889,Brazil,Oceania
Brixton,51.463,-0.106,United Kingdom,Europe
Kirkland,47.6974,-122.2054,United States,North America
Usti nad Labem,50.6592,14.0417,Czechia,Europe
Levallois-Perret,48.895,2.2872,France,Europe
Brusque,-27.13,-48.93,Brazil,Oceania
Santiago de Compostela,42.8778,-8.5444,Spain,Europe
Pardubice,50.0386,15.7792,Czechia,Europe
Magadan,59.5667,150.8,Russia,Europe
Tulcea,45.1993,28.7967,Romania,Europe
Bender,46.8333,29.4833,Moldova,Europe
Ben Guerir,32.23,-7.95,Morocco,Africa
Panevezys,55.725,24.3639,Lithuania,Europe
Jaffna,9.6647,80.0167,Sri Lanka,Asia
Bromley,51.407,0.021,United Kingdom,Europe
Queluz,38.7566,-9.2545,Portugal,Europe
Bath,51.38,-2.36,United Kingdom,Europe
Kargilik,37.8822,77.4162,China,Asia
Pandi,14.8667,120.95,Philippines,Asia
Oulad Teima,30.4,-9.21,Morocco,Africa
Edmonton,51.6154,-0.0708,United Kingdom,Europe
Lqoliaa,30.2942,-9.4544,Morocco,Africa
Hayes,51.5127,-0.4211,United Kingdom,Europe
Lobnya,56.0167,37.4833,Russia,Europe
Francistown,-21.1736,27.5125,Botswana,Africa
Aulnay-sous-Bois,48.9386,2.4906,France,Europe
Jonkoping,57.7833,14.1667,Sweden,Europe
Isulan,6.6333,124.6,Philippines,Asia
Fuengirola,36.5417,-4.625,Spain,Europe
Umea,63.8285,20.2706,Sweden,Europe
Glyfada,37.88,23.7533,Greece,Europe
Kitanagoya,35.25,136.8667,Japan,Asia
Cadereyta Jimenez,25.6,-100,Mexico,North America
Babahoyo,-1.8167,-79.5167,Ecuador,Oceania
Westminster,33.7523,-117.9938,United States,North America
Remedios de Escalada,-34.7167,-58.4,Argentina,Oceania
Vanadzor,40.8128,44.4883,Armenia,Europe
Germantown,39.1755,-77.2643,United States,North America
Higashiyamato,35.7456,139.4267,Japan,Asia
Catanzaro,38.91,16.5875,Italy,Europe
Tartus,34.8833,35.8833,Syria,Asia
Valjevo,44.2667,19.8833,Serbia,Europe
Santa Monica,34.0232,-118.4813,United States,North America
Poitiers,46.58,0.34,France,Europe
Acayucan,17.9422,-94.9103,Mexico,North America
Nenjiang,49.175,125.219,China,Asia
Gjilan,42.47,21.47,Kosovo,Europe
Jalal-Abad,40.9375,72.9861,Kyrgyzstan,Asia
Presov,49,21.2333,Slovakia,Europe
Balkanabat,39.5119,54.365,Turkmenistan,Asia
Mechelen,51.0281,4.4803,Belgium,Europe
Mukacheve,48.4414,22.7136,Ukraine,Europe
As Salt,32.0333,35.7333,Jordan,Asia
Tangxing,35.7261,111.7108,China,Asia
Volos,39.3611,22.9425,Greece,Europe
Versailles,48.8053,2.135,France,Europe
Viana do Castelo,41.7,-8.8333,Portugal,Europe
Woolwich,51.488,0.063,United Kingdom,Europe
Miami Beach,25.8171,-80.1396,United States,North America
San Leandro,37.7071,-122.1601,United States,North America
Sesto San Giovanni,45.5333,9.2333,Italy,Europe
Ciudad de Ceuta,35.8867,-5.3,Spain,Europe
Bracknell,51.416,-0.749,United Kingdom,Europe
Podujeve,42.9167,21.2,Kosovo,Europe
Apizaco,19.4167,-98.1333,Mexico,North America
San Baudilio de Llobregat,41.3458,2.0417,Spain,Europe
Coronel Oviedo,-25.45,-56.44,Paraguay,Oceania
Tala,20.6525,-103.7028,Mexico,North America
Carrieres-sur-Seine,48.9108,2.2889,France,Europe
Fuentes del Valle,19.6325,-99.1386,Mexico,North America
Ebolowa,2.9,11.15,Cameroon,Africa
Torre del Greco,40.7853,14.3953,Italy,Europe
San Juan de los Morros,9.901,-67.354,Venezuela,Oceania
Citrus Heights,38.6948,-121.288,United States,North America
State College,40.7909,-77.8568,United States,North America
Koudougou,12.25,-2.3667,Burkina Faso,Africa
Darayya,33.4589,36.2372,Syria,Asia
Lokossa,6.615,1.715,Benin,Africa
Salina Cruz,16.1671,-95.2,Mexico,North America
Daxincun,38.443,106.309,China,Asia
Concepcion,-23.4025,-57.4414,Paraguay,Oceania
Jalpa de Mendez,18.1764,-93.0631,Mexico,North America
Kawit,14.4333,120.9,Philippines,Asia
Mardin,37.3167,40.7378,Turkey,Asia
Xishancun,23.2589,116.2388,China,Asia
Mingxing,37.4264,112.5679,China,Asia
Nakhon Sawan,15.7133,100.1353,Thailand,Asia
Nacajuca,18.1692,-93.0197,Mexico,North America
Cardenas,17.983,-93.367,Mexico,North America
Loznica,44.5333,19.2258,Serbia,Europe
Edgware,51.6185,-0.2729,United Kingdom,Europe
Tucupita,9.0575,-62.0452,Venezuela,Oceania
Nabatiye,33.3833,35.45,Lebanon,Asia
Ezpeleta,-34.7517,-58.2344,Argentina,Oceania
Owariasahi,35.2167,137.0333,Japan,Asia
Toledo,39.8567,-4.0244,Spain,Europe
Piatra Neamt,46.9275,26.3708,Romania,Europe
Busto Arsizio,45.612,8.8518,Italy,Europe
Ath Thawrah,35.8344,38.5464,Syria,Asia
Hawthorne,33.9146,-118.3476,United States,North America
Avare,-23.0986,-48.9258,Brazil,Oceania
Maasin,10.1333,124.85,Philippines,Asia
Kouvola,60.8681,26.7042,Finland,Europe
Kuznetsk,53.1167,46.6,Russia,Europe
El Bayadh,33.6831,1.0192,Algeria,Africa
Ciudad Lerdo,25.55,-103.5167,Mexico,North America
Issy-les-Moulineaux,48.8239,2.27,France,Europe
Como,45.8103,9.0861,Italy,Europe
Pori,61.4847,21.7972,Finland,Europe
Scunthorpe,53.5809,-0.6502,United Kingdom,Europe
Yambol,42.4824,26.5038,Bulgaria,Europe
Louga,15.6167,-16.2167,Senegal,Africa
Manfalut,27.3128,30.9703,Egypt,Africa
Whittier,33.9678,-118.0188,United States,North America
Clifton,40.8631,-74.1575,United States,North America
Puerto Maldonado,-12.6,-69.1833,Peru,Oceania
Hetauda,27.4167,85.0333,Nepal,Asia
Tacambaro de Codallos,19.2356,-101.4569,Mexico,North America
Chaguanas,10.5144,-61.4075,Trinidad And Tobago,North America
Cunduacan,18.0667,-93.1667,Mexico,North America
Pazardzhik,42.1892,24.3317,Bulgaria,Europe
Uman,48.75,30.2167,Ukraine,Europe
Nazareth,32.7021,35.2978,Israel,Asia
Ivanteyevka,55.97,37.92,Russia,Europe
Nagaoka,34.9267,135.6956,Japan,Asia
Osijek,45.5603,18.6703,Croatia,Europe
Cozumel,20.5104,-86.9493,Mexico,North America
Cukai,4.2332,103.4479,Malaysia,Asia
Mbarara,-0.5996,30.65,Uganda,Africa
Lucerne,47.0523,8.3059,Switzerland,Europe
Mitrovice,42.8833,20.8667,Kosovo,Europe
Cabo San Lucas,22.8897,-109.9156,Mexico,North America
Champigny-sur-Marne,48.8172,2.5156,France,Europe
Rivera,-30.9025,-55.5506,Uruguay,Oceania
Kunitachi,35.6839,139.4414,Japan,Asia
Ouidah,6.3604,2.09,Benin,Africa
Newmarket,44.05,-79.4667,Canada,North America
Bumahen,35.7297,51.8619,Iran,Asia
Milpitas,37.4339,-121.8921,United States,North America
Pernik,42.6097,23.0308,Bulgaria,Europe
Clichy,48.9044,2.3064,France,Europe
Phuket,7.8881,98.3975,Thailand,Asia
Ho,6.6114,0.4703,Ghana,Africa
West Bromwich,52.519,-1.995,United Kingdom,Europe
Le Bardo,36.8092,10.1406,Tunisia,Africa
Alhambra,34.084,-118.1355,United States,North America
Zilina,49.2167,18.7333,Slovakia,Europe
Esteio,-29.8608,-51.1789,Brazil,Oceania
Resita,45.297,21.8865,Romania,Europe
Chatham,51.37,0.52,United Kingdom,Europe
Rueil-Malmaison,48.876,2.181,France,Europe
Casoria,40.9,14.3,Italy,Europe
Antsiranana,-12.2765,49.3115,Madagascar,Africa
Purmerend,52.505,4.9639,Netherlands,Europe
Dudley,52.508,-2.089,United Kingdom,Europe
Ban Talat Rangsit,13.987,100.6095,Thailand,Asia
Lodwar,3.1167,35.6,Kenya,Africa
Targu Jiu,45.0342,23.2747,Romania,Europe
Chania,35.5173,24.0195,Greece,Europe
Zacatlan,19.9319,-97.96,Mexico,North America
Upper Darby,39.949,-75.2892,United States,North America
Prosperidad,8.6057,125.9153,Philippines,Asia
Abomey,7.1853,1.9914,Benin,Africa
Mountain View,37.4,-122.0796,United States,North America
Blagoevgrad,42.0119,23.0897,Bulgaria,Europe
Nabunturan,7.6078,125.9664,Philippines,Asia
Elbasan,41.1125,20.0822,Albania,Europe
Al Muharraq,26.25,50.6167,Bahrain,Asia
White Rock,49.025,-122.8028,Canada,North America
Nea Ionia,38.0333,23.75,Greece,Europe
Campo Formoso,-10.5089,-40.3208,Brazil,Oceania
Kayes,14.45,-11.4167,Mali,Africa
Kalibo,11.7,122.3667,Philippines,Asia
Sao Mateus,-18.7201,-39.8589,Brazil,Oceania
South Shields,54.995,-1.43,United Kingdom,Europe
Paisley,55.8466,-4.4236,United Kingdom,Europe
Weston-super-Mare,51.346,-2.977,United Kingdom,Europe
Goiana,-7.5606,-35.0025,Brazil,Oceania
Bilecik,40.1431,29.9792,Turkey,Asia
Juchitan de Zaragoza,16.4333,-95.0194,Mexico,North America
Buena Park,33.8572,-118.0046,United States,North America
Silver Spring,39.0028,-77.0207,United States,North America
Palmerston North,-40.3549,175.6095,New Zealand,Oceania
Daugavpils,55.8714,26.5161,Latvia,Europe
Cinisello Balsamo,45.55,9.2167,Italy,Europe
Huolu,38.0874,114.3159,China,Asia
Saint-Maur-des-Fosses,48.7994,2.4997,France,Europe
Hakkari,37.5744,43.7408,Turkey,Asia
Somerville,42.3908,-71.1013,United States,North America
Chalandri,38.0167,23.8,Greece,Europe
Bury,53.593,-2.298,United Kingdom,Europe
Tres Lagoas,-20.7876,-51.7034,Brazil,Oceania
Gravesend,51.4415,0.3685,United Kingdom,Europe
Deerfield Beach,26.305,-80.1277,United States,North America
Targoviste,44.9244,25.4572,Romania,Europe
Rubi,41.4933,2.0325,Spain,Europe
Galway,53.2729,-9.0418,Ireland,Europe
Natitingou,10.3204,1.39,Benin,Africa
Fnidq,35.85,-5.35,Morocco,Africa
Paysandu,-32.32,-58.0756,Uruguay,Oceania
Cicero,41.8445,-87.7593,United States,North America
Atakpame,7.53,1.12,Togo,Africa
Focsani,45.6997,27.1797,Romania,Europe
Aviles,43.5561,-5.9083,Spain,Europe
Drancy,48.93,2.45,France,Europe
Iguatu,-6.3594,-39.2986,Brazil,Oceania
Alabel,6.1023,125.2868,Philippines,Asia
Le Kram,36.8333,10.3167,Tunisia,Africa
Zuwarah,32.9333,12.0833,Libya,Africa
Shancheng,34.7904,116.08,China,Asia
